Row	s_4207	Growth		mutant_yield (u=0.05)	FC (0.05/0.1)
YOL151W	0.999964916	1		0.529817117	1.180892093
YOR099W	0.999964916	1		0.529798469	1.180850529
YLR446W	0.999964916	1		0.529826636	1.180913309
YLR047C	0.999964916	1		0.529798469	1.180850529
YDR297W	0.999964916	1		0.529817127	1.180892116
YGR289C	0.999964916	1		0.529797914	1.180849293
YGL205W	0.999964916	1		0.529797914	1.180849293
YBL091C	0.999964889	1		0.529826634	1.180913306
YHR074W	0.999964889	1		0.529801407	1.180857078
YBR244W	0.99996478	1		0.529817117	1.180892093
YNL229C	0.99996478	1		0.529817117	1.180892093
YBR011C	0.999964165	1		0.529798006	1.180849498
YJR148W	0.999952893	1		0.529785924	1.180822568
YHR208W	0.999941543	1		0.529783681	1.180817569
YGR204W	0.999787837	1		0.529606834	1.1804234
YGR043C	0.999763661	1		0.527689028	1.176148866
YKL085W	0.999703886	1		0.529691344	1.180611762
YKL060C	0.999558024	1		0.527506218	1.175741406
YOR108W	0.999513076	1		0.529964727	1.181221097
YER024W	0.999282583	1		0.529470115	1.180118673
YLR354C	0.999163828	1		0.527161019	1.174972002
YML042W	0.999120938	1		0.531043741	1.183626076
YAR035W	0.999108526	1		0.529368122	1.179891344
YLR134W	0.994178603	1		0.522959192	1.165606689
YGR087C	0.993880831	1		0.522949188	1.165584391
YGR192C	0.993516637	1		0.515278276	1.148486946
YLR044C	0.991252734	1		0.521401286	1.162134322
YIL053W	0.991069091	1		0.522842267	1.165346077
YER062C	0.991053093	1		0.522830389	1.165319604
YJR009C	0.977859603	1		0.504803209	1.12513941
YJL052W	0.961746605	1		0.494800655	1.102845044
WT_yields	0.448658366	0.029098676		0	0
