del_genes	del_targets	subSystems_del	chem_class_del	chem_comp_del
YIL125W	KGD1	Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // Gluconeogenesis // sce00010  Glycolysis // sce00020  Citrate cycle (TCA cycle) // sce00260  Glycine, serine and threonine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism	terpene	oleanolate
YMR246W	FAA4	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	terpene	oleanolate
YOR317W	FAA1	sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome // sce00061  Fatty acid biosynthesis // sce00071  Fatty acid degradation // sce01212  Fatty acid metabolism // sce04146  Peroxisome	terpene	oleanolate
YGR202C	PCT1	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism	amino acid	ornithine
YHR123W	EPT1	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	amino acid	ornithine
YLR133W	CKI1	sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism	amino acid	ornithine
YML059C	NTE1	sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism // sce00564  Glycerophospholipid metabolism	amino acid	ornithine
YNL130C	CPT1	sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce00440  Phosphonate and phosphinate metabolism // sce00564  Glycerophospholipid metabolism // sce01110  Biosynthesis of secondary metabolites	amino acid	ornithine
YNR008W	LRO1	sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism // sce00561  Glycerolipid metabolism	amino acid	ornithine
YPL110C	GDE1	sce00564  Glycerophospholipid metabolism	amino acid	ornithine
